,Boro,Vol,geometry,congestion,congestion_level,timestamp,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Location Type,Street Name,tweets
179,Brooklyn,22,"POLYGON ((-73.907235872648 40.69702295173905, -73.90723396310555 40.698395334535086, -73.90903714473838 40.69839677377263, -73.9090390171633 40.69702439094721, -73.907235872648 40.69702295173905))",0.112416667,0,2024-03-27 08:45:00,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,CORNELIA STREET,"[""I just saw a tree on Cornelia St with a huge crack in it, it's just waiting to fall, please someone get it fixed."", ""Someone needs to take a look at the tree on Cornelia St, it's basically going to kill someone.""]"
180,Brooklyn,35,"POLYGON ((-73.907235872648 40.69702295173905, -73.90723396310555 40.698395334535086, -73.90903714473838 40.69839677377263, -73.9090390171633 40.69702439094721, -73.907235872648 40.69702295173905))",0.843125,0,2024-03-28 08:00:00,Department of Buildings,General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,,JEFFERSON AVENUE,"['Just found out that a construction site on Jefferson Avenue has an illegal exhaust vent. Whatever happened to building codes?', ""Going to report this to the city. It's beyond ridiculous that some places can just ignore safety regulations."", ""Construction on Jefferson Avenue is really getting out of hand. Just saw an improper exhaust vent that's a hazard to the community."", ""Can't believe some companies think they're above the law. An improper exhaust vent on Jefferson Avenue is a ticking time bomb.""]"
181,Brooklyn,25,"POLYGON ((-73.907235872648 40.69702295173905, -73.90723396310555 40.698395334535086, -73.90903714473838 40.69839677377263, -73.9090390171633 40.69702439094721, -73.907235872648 40.69702295173905))",0.281041667,0,2024-03-28 08:45:00,Department of Buildings,General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,,JEFFERSON AVENUE,"['Just witnessed someone doing unauthorized construction work on Jefferson Avenue, found out the vent/exhaust is being handled improperly, hopefully gets sorted out.', ""Someone needs to investigate the construction going on at Jefferson. I'm seeing some serious red flags with how they're handling venting."", ""Can't believe I saw workers on Jefferson Avenue just yanking up the vent without any real permits, that's crazy.""]"
182,Manhattan,9,"POLYGON ((-73.94974825825116 40.79679299587084, -73.94974722227242 40.79816535966469, -73.95155310710966 40.798166132816135, -73.95155410585946 40.796793769006534, -73.94974825825116 40.79679299587084))",-0.912558824,0,2024-02-28 00:00:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,WEST  110 STREET,"['Just got a parking violation on 110 Street - where are the cops when you need them?', ""Just got a ticket for parking on 110 Street - posted sign or not, it's a joke"", ""Can't believe I got a ticket on 110 Street for parking - unfair fine"", ""Just got a parking ticket on 110 Street and I'm not happy about it""]"
183,Brooklyn,31,"POLYGON ((-73.907235872648 40.69702295173905, -73.90723396310555 40.698395334535086, -73.90903714473838 40.69839677377263, -73.9090390171633 40.69702439094721, -73.907235872648 40.69702295173905))",0.618291667,0,2024-03-28 16:30:00,Department of Buildings,General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,,JEFFERSON AVENUE,"[""I just noticed some construction going on down Jefferson Avenue and I'm pretty sure they're not following code."", 'The vent/exhaust situation on Jefferson is just not right - it looks like a hazard waiting to happen.', ""Anyone else notice the construction on Jefferson Avenue? I'm no expert but something about the vents looks off to me."", 'I was walking by Jefferson Avenue and saw some construction that just looked super sloppy - especially with the venting system.']"
184,Brooklyn,29,"POLYGON ((-73.907235872648 40.69702295173905, -73.90723396310555 40.698395334535086, -73.90903714473838 40.69839677377263, -73.9090390171633 40.69702439094721, -73.907235872648 40.69702295173905))",0.505875,0,2024-03-28 19:00:00,Department of Buildings,General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,,JEFFERSON AVENUE,"['Just found out some construction on Jefferson Ave in my neighborhood is violating proper vent and exhaust codes, not sure what the consequences are.', ""I'm seriously disappointed in the company doing the work on Jefferson Ave right now, ignoring venting requirements is not okay."", 'Just had to call the city inspector about a questionable construction project on Jefferson Ave, really hope they clamp down on safety violations.', ""People need to stop cutting corners on Jefferson Ave, proper venting is not just a suggestion, it's the law.""]"
185,Brooklyn,37,"POLYGON ((-73.907235872648 40.69702295173905, -73.90723396310555 40.698395334535086, -73.90903714473838 40.69839677377263, -73.9090390171633 40.69702439094721, -73.907235872648 40.69702295173905))",0.955541667,0,2024-03-29 11:45:00,Department of Buildings,General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,,JEFFERSON AVENUE,"['I just saw a vent installation on Jefferson Ave that looks like it was done illegally.', ""They cut a few corners on the exhaust system. Guess safety isn't a priority for whoever did it."", ""Not sure if it's a plumbing or construction issue, but the whole setup looks sketchy on Jefferson Avenue.""]"
186,Queens,7,"POLYGON ((-73.78771245795055 40.75797663326626, -73.78770808403227 40.759349001353684, -73.78951291153507 40.759352313156434, -73.78951724826818 40.75797994500144, -73.78771245795055 40.75797663326626))",0.899333333,0,2024-11-22 08:45:00,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,193 STREET,"[""There's an abandoned car on 193 STREET with a license plate still attached. Hoping someone comes to get it anytime soon."", 'I just saw my neighbors take pictures of an abandoned vehicle on 193 STREET and I hope it gets removed today.', ""Got a weird feeling about this abandoned car on 193 STREET. Hopefully it's not a hazard to the community."", ""Someone needs to do something about that abandoned car on 193 STREET it's been there for way too long.""]"
187,Bronx,10,"POLYGON ((-73.92786156576815 40.807569374029164, -73.92786007833753 40.80894173522378, -73.92966625525976 40.80894285127137, -73.9296677054494 40.807570490053976, -73.92786156576815 40.807569374029164))",-0.33725,0,2025-04-04 10:45:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,LINCOLN AVENUE,"[""Just got a parking sign violation on Lincoln Avenue for something I didn't even do"", ""Got another parking ticket on Lincoln Avenue and I know I wasn't there"", 'Super frustrated with another parking ticket I got on Lincoln Avenue', 'Parked on Lincoln Avenue and followed all signs but still got a ticket', 'Lincoln Avenue is giving me a run for my money with these parking tickets', 'Frustrated about the parking sign violation I got on Lincoln Avenue today', ""Can't believe I got another parking ticket on Lincoln Avenue despite following the rules"", 'Why did I just get a parking ticket on Lincoln Avenue when I know I parked correctly']"
188,Brooklyn,20,"POLYGON ((-73.90286547415965 40.69193210427665, -73.90286347480559 40.69330448788451, -73.904666518663 40.69330599559639, -73.9046684809052 40.69193361195774, -73.90286547415965 40.69193210427665))",-0.626321429,0,2024-04-14 02:30:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,SCHAEFER STREET,"[""Just got a parking sign violation on Schaefer Street. Wondering how some people don't see they're breaking the law."", ""Frustrated that some drivers think they're above the law on Schaefer Street. Signs are clearly posted.""]"
189,Brooklyn,121,"POLYGON ((-73.96522558826223 40.68898708757481, -73.96522487251978 40.690359472425946, -73.9670278376802 40.69036000312396, -73.96702851631399 40.688987618261976, -73.96522558826223 40.68898708757481))",0.518846154,0,2025-12-11 14:15:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,DEKALB AVENUE,"['My driveway is blocked and I have no access. Demanding it be cleared ASAP.', 'Just got word that someone will be by to clear the blockage today. Much appreciated by me.', 'Still no word on when or if the driveway will be cleared. Starting to get frustrated.', 'Someone came by this morning and moved the blocker. Finally have access to my driveway.']"
190,Brooklyn,48,"POLYGON ((-73.90286547415965 40.69193210427665, -73.90286347480559 40.69330448788451, -73.904666518663 40.69330599559639, -73.9046684809052 40.69193361195774, -73.90286547415965 40.69193210427665))",0.722678571,0,2024-04-20 18:45:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,SCHAEFER STREET,"[""Just got my address on Schaefer St hit with a post-it-note for parking in a no-parking zone. Guess I got lucky.\n\nCan't believe I got fined for parking illegally on Schaefer St, I was only there for 2 minutes.\n\nI'm a little annoyed that I got a ticket for parking on Schaefer St, even though the sign was covered up.\n\nApparently the sign on Schaefer St is covered so that's not a valid parking excuse. Guess I have to pay the fine.\n\nJust got a parking ticket on Schaefer St, now I'm in a rush to pay it before the due date.""]"
191,Brooklyn,66,"POLYGON ((-73.97893945369283 40.67664075110173, -73.97893902029553 40.67801313811022, -73.98074165175592 40.67801345395193, -73.9807420480583 40.67664106693698, -73.97893945369283 40.67664075110173))",0.843125,0,2024-03-25 15:15:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,BERKELEY PLACE,"[""I'm stuck in my driveway on Berkeley Place, literally cant get out."", ""Feeling trapped in my own home, someone's parked on Berkeley Place and won't budge."", 'Finally had enough of the parking issue on Berkeley Place, my driveway needs to be accessible.', ""Fed up with the lack of parking enforcement on Berkeley Place, where's a tow truck when you need one?""]"
192,Brooklyn,63,"POLYGON ((-73.97893945369283 40.67664075110173, -73.97893902029553 40.67801313811022, -73.98074165175592 40.67801345395193, -73.9807420480583 40.67664106693698, -73.97893945369283 40.67664075110173))",0.71665625,0,2024-03-25 15:30:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,BERKELEY PLACE,"[""Frustrated with our driveway issue on Berkeley Place. Can't even park my car now."", 'Still no access to our driveway on Berkeley Place. When will this be fixed?', ""Just tried to get home and there's still no access to our driveway on Berkeley Place. This is getting ridiculous.""]"
193,Brooklyn,63,"POLYGON ((-73.97893945369283 40.67664075110173, -73.97893902029553 40.67801313811022, -73.98074165175592 40.67801345395193, -73.9807420480583 40.67664106693698, -73.97893945369283 40.67664075110173))",0.71665625,0,2024-03-25 15:30:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,BERKELEY PLACE,"[""Just got a parking ticket for the first time in years. Guess that new sign on Berkeley Place is 'enforced'."", 'Frustrating to get a ticket for parking on my own street.  Sigh.', ""Just got a notice for a signed parking post on my own block. Don't know what the 'prohibition' is."", ""Can't believe I got a ticket for parking in my own neighborhood. Ridiculous.""]"
194,Brooklyn,56,"POLYGON ((-73.97893945369283 40.67664075110173, -73.97893902029553 40.67801313811022, -73.98074165175592 40.67801345395193, -73.9807420480583 40.67664106693698, -73.97893945369283 40.67664075110173))",0.4215625,0,2024-03-25 16:00:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,BERKELEY PLACE,"[""Just got completely blocked off my driveway at Berkeley Place and it's causing me major stress now."", ""Can't believe people can just park wherever they want and not care about anyone else. Now I'm stuck."", ""Urgently need some kind of resolution to this driveway issue in Berkeley Place, it's getting out of hand."", ""Just spent 20 minutes trying to get to my garage at Berkeley Place only to find it's blocked off again, can't take this."", ""I'm getting extremely frustrated with the lack of consideration for homeowners like me on Berkeley Place."", 'The situation with my driveway at Berkeley Place is ridiculous, how do we fix this?']"
