Time,Temperature,Condition,Wind,Humidity,Pressure,Visibility,day,month
,16 °C,Low clouds.,19 km/h,90%,1016 mbar,16 km,21,8
,16 °C,Overcast.,17 km/h,90%,1016 mbar,16 km,21,8
,16 °C,Overcast.,9 km/h,87%,1015 mbar,16 km,21,8
,17 °C,Overcast.,15 km/h,80%,1016 mbar,16 km,21,8
,17 °C,Overcast.,15 km/h,83%,1017 mbar,16 km,21,8
,17 °C,Overcast.,13 km/h,83%,1017 mbar,16 km,21,8
,18 °C,Overcast.,19 km/h,78%,1015 mbar,16 km,21,8
,18 °C,Overcast.,22 km/h,70%,1014 mbar,16 km,21,8
,20 °C,More clouds than sun.,20 km/h,65%,1015 mbar,16 km,21,8
,20 °C,More clouds than sun.,19 km/h,65%,1014 mbar,16 km,21,8
,21 °C,Mostly cloudy.,22 km/h,61%,1014 mbar,16 km,21,8
,22 °C,Overcast.,20 km/h,59%,1013 mbar,16 km,21,8
,21 °C,Overcast.,17 km/h,61%,1013 mbar,16 km,21,8
,21 °C,Overcast.,24 km/h,61%,1013 mbar,16 km,21,8
,21 °C,Overcast.,15 km/h,59%,1013 mbar,16 km,21,8
,20 °C,Passing clouds.,13 km/h,59%,1013 mbar,16 km,21,8
,19 °C,Clear.,13 km/h,61%,1014 mbar,16 km,21,8
,19 °C,Clear.,11 km/h,68%,1014 mbar,16 km,21,8
,18 °C,Clear.,9 km/h,66%,1014 mbar,16 km,21,8
,19 °C,Clear.,7 km/h,63%,1014 mbar,16 km,21,8
,19 °C,Clear.,13 km/h,49%,1014 mbar,16 km,22,8
,18 °C,Clear.,11 km/h,49%,1013 mbar,16 km,22,8
,18 °C,Clear.,11 km/h,49%,1014 mbar,16 km,22,8
,17 °C,Clear.,7 km/h,56%,1014 mbar,16 km,22,8
,16 °C,Clear.,6 km/h,65%,1014 mbar,16 km,22,8
,15 °C,Clear.,6 km/h,75%,1015 mbar,16 km,22,8
,16 °C,Sunny.,6 km/h,72%,1016 mbar,16 km,22,8
,17 °C,Sunny.,6 km/h,70%,1017 mbar,16 km,22,8
,19 °C,Sunny.,6 km/h,57%,1017 mbar,16 km,22,8
,22 °C,Sunny.,13 km/h,44%,1017 mbar,16 km,22,8
,23 °C,Sunny.,9 km/h,38%,1017 mbar,16 km,22,8
,24 °C,Sunny.,11 km/h,33%,1017 mbar,16 km,22,8
,27 °C,Sunny.,9 km/h,31%,1017 mbar,16 km,22,8
,28 °C,Sunny.,No wind,28%,1016 mbar,16 km,22,8
,28 °C,Sunny.,13 km/h,31%,1016 mbar,16 km,22,8
,27 °C,Sunny.,No wind,32%,1016 mbar,16 km,22,8
,28 °C,Sunny.,13 km/h,29%,1016 mbar,16 km,22,8
,27 °C,Sunny.,6 km/h,35%,1016 mbar,16 km,22,8
,26 °C,Sunny.,No wind,35%,1016 mbar,16 km,22,8
,24 °C,Clear.,6 km/h,39%,1016 mbar,16 km,22,8
,23 °C,Clear.,6 km/h,41%,1017 mbar,16 km,22,8
,23 °C,Clear.,N/A,43%,1018 mbar,16 km,22,8
,22 °C,Clear.,19 km/h,46%,1018 mbar,16 km,22,8
,21 °C,Clear.,17 km/h,57%,1018 mbar,16 km,22,8
,21 °C,Clear.,7 km/h,57%,1018 mbar,16 km,23,8
,21 °C,Clear.,7 km/h,59%,1018 mbar,16 km,23,8
,20 °C,Clear.,7 km/h,59%,1018 mbar,16 km,23,8
,21 °C,Clear.,N/A,59%,1018 mbar,16 km,23,8
,20 °C,Clear.,13 km/h,61%,1018 mbar,16 km,23,8
,20 °C,Clear.,7 km/h,59%,1018 mbar,16 km,23,8
,20 °C,Sunny.,11 km/h,55%,1019 mbar,16 km,23,8
,21 °C,Sunny.,13 km/h,51%,1019 mbar,16 km,23,8
,22 °C,Sunny.,9 km/h,47%,1019 mbar,16 km,23,8
,23 °C,Sunny.,7 km/h,46%,1019 mbar,16 km,23,8
,25 °C,Sunny.,N/A,40%,1019 mbar,16 km,23,8
,26 °C,Sunny.,9 km/h,39%,1019 mbar,16 km,23,8
,27 °C,Sunny.,7 km/h,34%,1018 mbar,16 km,23,8
,27 °C,Sunny.,13 km/h,32%,1018 mbar,16 km,23,8
,27 °C,Sunny.,9 km/h,39%,1018 mbar,16 km,23,8
,26 °C,Sunny.,11 km/h,42%,1017 mbar,16 km,23,8
,26 °C,Sunny.,N/A,43%,1017 mbar,16 km,23,8
,24 °C,Sunny.,N/A,43%,1017 mbar,16 km,23,8
,23 °C,Sunny.,7 km/h,50%,1017 mbar,16 km,23,8
,22 °C,Clear.,N/A,57%,1017 mbar,16 km,23,8
,22 °C,Clear.,13 km/h,66%,1017 mbar,16 km,23,8
,21 °C,Clear.,N/A,71%,1017 mbar,16 km,23,8
,21 °C,Passing clouds.,7 km/h,71%,1017 mbar,16 km,23,8
,21 °C,Passing clouds.,6 km/h,73%,1018 mbar,16 km,23,8
,21 °C,Passing clouds.,N/A,73%,1017 mbar,16 km,23,8
,21 °C,Passing clouds.,6 km/h,73%,1018 mbar,16 km,24,8
,20 °C,Clear.,N/A,73%,1017 mbar,16 km,24,8
,20 °C,Clear.,7 km/h,65%,1016 mbar,16 km,24,8
,20 °C,Clear.,N/A,68%,1016 mbar,16 km,24,8
,20 °C,Passing clouds.,6 km/h,70%,1016 mbar,16 km,24,8
,21 °C,Passing clouds.,6 km/h,79%,1017 mbar,16 km,24,8
,21 °C,Partly cloudy.,No wind,79%,1017 mbar,16 km,24,8
,21 °C,Passing clouds.,No wind,79%,1016 mbar,16 km,24,8
,21 °C,Passing clouds.,6 km/h,81%,1016 mbar,16 km,24,8
,21 °C,Scattered clouds.,No wind,81%,1017 mbar,16 km,24,8
,21 °C,Scattered clouds.,No wind,81%,1015 mbar,16 km,24,8
,23 °C,Partly sunny.,No wind,74%,1016 mbar,16 km,24,8
,22 °C,Scattered clouds.,6 km/h,76%,1016 mbar,16 km,24,8
,23 °C,Scattered clouds.,No wind,76%,1015 mbar,16 km,24,8
,23 °C,Partly sunny.,No wind,71%,1016 mbar,16 km,24,8
,24 °C,Broken clouds.,11 km/h,66%,1016 mbar,16 km,24,8
,24 °C,Scattered clouds.,N/A,64%,1015 mbar,16 km,24,8
,25 °C,Scattered clouds.,9 km/h,60%,1015 mbar,16 km,24,8
,26 °C,Scattered clouds.,N/A,56%,1014 mbar,16 km,24,8
,26 °C,Broken clouds.,9 km/h,60%,1014 mbar,16 km,24,8
,25 °C,Partly sunny.,N/A,60%,1013 mbar,16 km,24,8
,25 °C,Sunny.,13 km/h,60%,1013 mbar,16 km,24,8
,24 °C,Sunny.,13 km/h,62%,1013 mbar,16 km,24,8
,24 °C,Passing clouds.,N/A,64%,1012 mbar,16 km,24,8
,23 °C,Sunny.,6 km/h,67%,1012 mbar,16 km,24,8
,23 °C,Clear.,No wind,71%,1012 mbar,16 km,24,8
,22 °C,Clear.,No wind,76%,1012 mbar,16 km,24,8
,22 °C,Clear.,6 km/h,76%,1012 mbar,16 km,24,8
,22 °C,Clear.,No wind,78%,1012 mbar,16 km,24,8
,22 °C,Partly cloudy.,7 km/h,78%,1013 mbar,16 km,24,8
,22 °C,Passing clouds.,No wind,78%,1011 mbar,16 km,24,8
,22 °C,Partly cloudy.,No wind,78%,1011 mbar,16 km,25,8
,22 °C,Passing clouds.,6 km/h,81%,1012 mbar,16 km,25,8
,22 °C,Passing clouds.,No wind,81%,1011 mbar,16 km,25,8
,22 °C,Passing clouds.,No wind,76%,1011 mbar,16 km,25,8
,22 °C,Mostly cloudy.,No wind,81%,1010 mbar,16 km,25,8
,22 °C,Mostly cloudy.,No wind,81%,1011 mbar,16 km,25,8
,22 °C,Passing clouds.,No wind,76%,1009 mbar,16 km,25,8
,22 °C,Clear.,No wind,78%,1009 mbar,16 km,25,8
,21 °C,Passing clouds.,7 km/h,84%,1009 mbar,16 km,25,8
,22 °C,Partly sunny.,No wind,78%,1009 mbar,16 km,25,8
,22 °C,Passing clouds.,No wind,73%,1009 mbar,16 km,25,8
,23 °C,Partly sunny.,6 km/h,74%,1010 mbar,16 km,25,8
,23 °C,Scattered clouds.,7 km/h,71%,1010 mbar,16 km,25,8
,23 °C,Passing clouds.,11 km/h,69%,1010 mbar,16 km,25,8
,25 °C,Scattered clouds.,N/A,62%,1010 mbar,16 km,25,8
,27 °C,Sunny.,11 km/h,47%,1009 mbar,16 km,25,8
,28 °C,Passing clouds.,No wind,33%,1009 mbar,16 km,25,8
,29 °C,Sunny.,6 km/h,27%,1009 mbar,16 km,25,8
,29 °C,Sunny.,7 km/h,31%,1009 mbar,16 km,25,8
,28 °C,Sunny.,N/A,31%,1009 mbar,16 km,25,8
,27 °C,Sunny.,N/A,30%,1009 mbar,16 km,25,8
,27 °C,Passing clouds.,7 km/h,32%,1009 mbar,16 km,25,8
,27 °C,Sunny.,13 km/h,32%,1010 mbar,16 km,25,8
,25 °C,Clear.,N/A,37%,1010 mbar,16 km,25,8
,24 °C,Clear.,7 km/h,39%,1011 mbar,16 km,25,8
,24 °C,Clear.,6 km/h,42%,1012 mbar,16 km,25,8
,23 °C,Passing clouds.,7 km/h,41%,1013 mbar,16 km,25,8
,22 °C,Passing clouds.,6 km/h,44%,1013 mbar,16 km,25,8
,22 °C,Passing clouds.,6 km/h,47%,1014 mbar,16 km,26,8
,21 °C,Clear.,11 km/h,51%,1014 mbar,16 km,26,8
,20 °C,Clear.,7 km/h,51%,1014 mbar,16 km,26,8
,19 °C,Clear.,6 km/h,56%,1014 mbar,16 km,26,8
,18 °C,Clear.,9 km/h,59%,1014 mbar,16 km,26,8
,18 °C,Clear.,13 km/h,61%,1015 mbar,16 km,26,8
,18 °C,Sunny.,No wind,61%,1016 mbar,16 km,26,8
,18 °C,Sunny.,6 km/h,61%,1016 mbar,16 km,26,8
,19 °C,Sunny.,No wind,56%,1017 mbar,16 km,26,8
,21 °C,Sunny.,7 km/h,49%,1017 mbar,16 km,26,8
,22 °C,Sunny.,11 km/h,41%,1017 mbar,16 km,26,8
,23 °C,Sunny.,N/A,38%,1016 mbar,16 km,26,8
,24 °C,Scattered clouds.,9 km/h,35%,1016 mbar,16 km,26,8
,26 °C,Partly sunny.,7 km/h,33%,1016 mbar,16 km,26,8
,26 °C,Passing clouds.,11 km/h,33%,1015 mbar,16 km,26,8
,24 °C,Passing clouds.,N/A,36%,1015 mbar,16 km,26,8
,25 °C,More clouds than sun.,11 km/h,35%,1015 mbar,16 km,26,8
,25 °C,Scattered clouds.,13 km/h,35%,1015 mbar,16 km,26,8
,24 °C,Scattered clouds.,N/A,39%,1015 mbar,16 km,26,8
,23 °C,Clear.,9 km/h,38%,1016 mbar,16 km,26,8
,23 °C,Passing clouds.,13 km/h,40%,1016 mbar,16 km,26,8
,22 °C,Mostly cloudy.,7 km/h,43%,1017 mbar,16 km,26,8
,21 °C,Passing clouds.,No wind,46%,1017 mbar,16 km,26,8
,20 °C,Passing clouds.,6 km/h,49%,1017 mbar,16 km,26,8
,19 °C,Passing clouds.,11 km/h,51%,1017 mbar,16 km,27,8
,18 °C,Overcast.,7 km/h,56%,1017 mbar,16 km,27,8
,18 °C,Passing clouds.,9 km/h,58%,1017 mbar,16 km,27,8
,17 °C,Clear.,9 km/h,63%,1017 mbar,16 km,27,8
,17 °C,Clear.,7 km/h,65%,1017 mbar,16 km,27,8
,16 °C,Clear.,No wind,67%,1017 mbar,16 km,27,8
,16 °C,Sunny.,N/A,65%,1018 mbar,16 km,27,8
,16 °C,Sunny.,11 km/h,67%,1018 mbar,16 km,27,8
,17 °C,Sunny.,N/A,60%,1018 mbar,16 km,27,8
,19 °C,Sunny.,13 km/h,52%,1018 mbar,16 km,27,8
,21 °C,Sunny.,11 km/h,47%,1018 mbar,16 km,27,8
,22 °C,Passing clouds.,9 km/h,41%,1018 mbar,16 km,27,8
,22 °C,Passing clouds.,17 km/h,40%,1017 mbar,16 km,27,8
,23 °C,Partly sunny.,N/A,38%,1017 mbar,16 km,27,8
,23 °C,Partly sunny.,No wind,40%,1017 mbar,16 km,27,8
,23 °C,Partly sunny.,9 km/h,37%,1017 mbar,16 km,27,8
,23 °C,Overcast.,7 km/h,40%,1017 mbar,16 km,27,8
,22 °C,Scattered clouds.,N/A,44%,1018 mbar,16 km,27,8
,22 °C,Passing clouds.,13 km/h,39%,1018 mbar,16 km,27,8
,21 °C,Clear.,7 km/h,41%,1019 mbar,16 km,27,8
,21 °C,Clear.,7 km/h,45%,1020 mbar,16 km,27,8
,20 °C,Clear.,7 km/h,47%,1020 mbar,16 km,27,8
,19 °C,Clear.,No wind,47%,1020 mbar,16 km,27,8
,18 °C,Clear.,6 km/h,50%,1021 mbar,16 km,27,8
,17 °C,Clear.,No wind,54%,1021 mbar,16 km,28,8
,17 °C,Clear.,No wind,54%,1021 mbar,16 km,28,8
,17 °C,Clear.,No wind,58%,1021 mbar,16 km,28,8
,17 °C,Clear.,No wind,60%,1021 mbar,16 km,28,8
,17 °C,Clear.,No wind,60%,1021 mbar,16 km,28,8
,16 °C,Clear.,No wind,65%,1021 mbar,16 km,28,8
,17 °C,Passing clouds.,No wind,62%,1021 mbar,16 km,28,8
,18 °C,Passing clouds.,No wind,61%,1021 mbar,16 km,28,8
,19 °C,Sunny.,No wind,61%,1021 mbar,16 km,28,8
,21 °C,Partly sunny.,No wind,51%,1021 mbar,16 km,28,8
,21 °C,Broken clouds.,6 km/h,47%,1021 mbar,16 km,28,8
,23 °C,Sunny.,N/A,40%,1020 mbar,16 km,28,8
,24 °C,Partly sunny.,6 km/h,36%,1020 mbar,16 km,28,8
,24 °C,Partly sunny.,No wind,37%,1019 mbar,16 km,28,8
,23 °C,Passing clouds.,N/A,38%,1018 mbar,16 km,28,8
,23 °C,Broken clouds.,No wind,37%,1018 mbar,16 km,28,8
,24 °C,Passing clouds.,7 km/h,35%,1017 mbar,16 km,28,8
,24 °C,Scattered clouds.,N/A,34%,1017 mbar,16 km,28,8
,23 °C,Partly sunny.,6 km/h,52%,1017 mbar,16 km,28,8
,22 °C,Passing clouds.,No wind,52%,1017 mbar,16 km,28,8
,22 °C,Passing clouds.,No wind,49%,1017 mbar,16 km,28,8
,22 °C,Passing clouds.,11 km/h,55%,1018 mbar,16 km,28,8
,21 °C,Overcast.,9 km/h,59%,1018 mbar,16 km,28,8
,20 °C,Passing clouds.,6 km/h,57%,1017 mbar,16 km,28,8
,20 °C,Clear.,7 km/h,61%,1017 mbar,16 km,29,8
,20 °C,Clear.,N/A,63%,1016 mbar,16 km,29,8
,20 °C,Overcast.,N/A,59%,1016 mbar,16 km,29,8
,19 °C,Passing clouds.,11 km/h,61%,1016 mbar,16 km,29,8
,19 °C,Clear.,13 km/h,61%,1016 mbar,16 km,29,8
,18 °C,Clear.,6 km/h,68%,1015 mbar,16 km,29,8
,19 °C,Passing clouds.,6 km/h,70%,1015 mbar,16 km,29,8
,19 °C,Sunny.,7 km/h,68%,1015 mbar,16 km,29,8
,20 °C,Partly sunny.,No wind,68%,1015 mbar,16 km,29,8
,21 °C,Sunny.,9 km/h,59%,1015 mbar,16 km,29,8
,23 °C,Sunny.,No wind,48%,1014 mbar,16 km,29,8
,24 °C,Scattered clouds.,No wind,43%,1014 mbar,16 km,29,8
,24 °C,Mostly cloudy.,No wind,43%,1014 mbar,16 km,29,8
,24 °C,Scattered clouds.,N/A,42%,1014 mbar,16 km,29,8
,23 °C,Broken clouds.,N/A,45%,1013 mbar,16 km,29,8
,24 °C,Overcast.,7 km/h,45%,1013 mbar,16 km,29,8
,23 °C,Broken clouds.,N/A,50%,1013 mbar,16 km,29,8
,24 °C,Sunny.,9 km/h,37%,1013 mbar,16 km,29,8
,24 °C,Overcast.,N/A,40%,1013 mbar,16 km,29,8
,23 °C,Partly cloudy.,7 km/h,43%,1013 mbar,16 km,29,8
,22 °C,Passing clouds.,N/A,41%,1014 mbar,16 km,29,8
,21 °C,Passing clouds.,11 km/h,42%,1015 mbar,16 km,29,8
,20 °C,Passing clouds.,N/A,45%,1015 mbar,16 km,29,8
,19 °C,Passing clouds.,7 km/h,45%,1015 mbar,16 km,29,8
,18 °C,Mostly cloudy.,9 km/h,45%,1016 mbar,16 km,30,8
,17 °C,Passing clouds.,No wind,45%,1016 mbar,16 km,30,8
,16 °C,Passing clouds.,N/A,50%,1016 mbar,16 km,30,8
,16 °C,Clear.,No wind,53%,1016 mbar,16 km,30,8
,15 °C,Clear.,6 km/h,56%,1016 mbar,16 km,30,8
,14 °C,Clear.,6 km/h,62%,1017 mbar,16 km,30,8
,14 °C,Sunny.,No wind,62%,1017 mbar,16 km,30,8
,14 °C,Sunny.,N/A,60%,1018 mbar,16 km,30,8
,16 °C,Sunny.,11 km/h,56%,1018 mbar,16 km,30,8
,17 °C,Sunny.,6 km/h,52%,1018 mbar,16 km,30,8
,19 °C,Sunny.,6 km/h,43%,1018 mbar,16 km,30,8
,21 °C,Sunny.,No wind,38%,1018 mbar,16 km,30,8
,22 °C,Passing clouds.,No wind,34%,1018 mbar,16 km,30,8
,23 °C,Partly sunny.,13 km/h,32%,1017 mbar,16 km,30,8
,23 °C,Sunny.,N/A,31%,1017 mbar,16 km,30,8
,24 °C,Sunny.,N/A,28%,1017 mbar,16 km,30,8
,23 °C,Sunny.,15 km/h,27%,1017 mbar,16 km,30,8
,23 °C,Sunny.,N/A,28%,1017 mbar,16 km,30,8
,23 °C,Sunny.,9 km/h,30%,1018 mbar,16 km,30,8
,22 °C,Clear.,No wind,31%,1018 mbar,16 km,30,8
,22 °C,Clear.,No wind,34%,1019 mbar,16 km,30,8
,21 °C,Clear.,6 km/h,38%,1020 mbar,16 km,30,8
,19 °C,Clear.,No wind,45%,1020 mbar,16 km,30,8
,18 °C,Clear.,No wind,49%,1020 mbar,16 km,30,8
,17 °C,Clear.,No wind,50%,1021 mbar,16 km,31,8
,17 °C,Clear.,No wind,50%,1021 mbar,16 km,31,8
,17 °C,Clear.,No wind,54%,1021 mbar,16 km,31,8
,16 °C,Clear.,7 km/h,58%,1021 mbar,16 km,31,8
,16 °C,Clear.,No wind,60%,1022 mbar,16 km,31,8
,16 °C,Clear.,No wind,62%,1022 mbar,16 km,31,8
,15 °C,Sunny.,No wind,64%,1023 mbar,16 km,31,8
,16 °C,Sunny.,6 km/h,62%,1023 mbar,16 km,31,8
,18 °C,Sunny.,6 km/h,54%,1023 mbar,16 km,31,8
,21 °C,Sunny.,6 km/h,45%,1023 mbar,16 km,31,8
,21 °C,Sunny.,13 km/h,46%,1023 mbar,16 km,31,8
,23 °C,Sunny.,13 km/h,37%,1023 mbar,16 km,31,8
,25 °C,Sunny.,15 km/h,33%,1023 mbar,16 km,31,8
,25 °C,Sunny.,17 km/h,32%,1022 mbar,16 km,31,8
,26 °C,Passing clouds.,11 km/h,30%,1022 mbar,16 km,31,8
,26 °C,Sunny.,9 km/h,29%,1022 mbar,16 km,31,8
,25 °C,Sunny.,11 km/h,35%,1022 mbar,16 km,31,8
,24 °C,Partly sunny.,No wind,36%,1022 mbar,16 km,31,8
,23 °C,Passing clouds.,No wind,48%,1022 mbar,16 km,31,8
,21 °C,Clear.,6 km/h,51%,1022 mbar,16 km,31,8
,21 °C,Clear.,No wind,51%,1023 mbar,16 km,31,8
,21 °C,Passing clouds.,No wind,55%,1023 mbar,16 km,31,8
,20 °C,Clear.,No wind,59%,1023 mbar,16 km,31,8
,19 °C,Clear.,No wind,63%,1023 mbar,16 km,31,8
,19 °C,Clear.,No wind,63%,1023 mbar,16 km,1,9
,19 °C,Clear.,No wind,65%,1023 mbar,16 km,1,9
,18 °C,Clear.,No wind,70%,1023 mbar,16 km,1,9
,18 °C,Clear.,No wind,73%,1023 mbar,16 km,1,9
,18 °C,Clear.,6 km/h,75%,1023 mbar,16 km,1,9
,18 °C,Clear.,7 km/h,73%,1024 mbar,16 km,1,9
,18 °C,Sunny.,No wind,75%,1024 mbar,16 km,1,9
,19 °C,Partly sunny.,6 km/h,73%,1024 mbar,16 km,1,9
,20 °C,Partly sunny.,No wind,61%,1024 mbar,16 km,1,9
,21 °C,Passing clouds.,No wind,55%,1025 mbar,16 km,1,9
,22 °C,Passing clouds.,13 km/h,49%,1025 mbar,16 km,1,9
,23 °C,Sunny.,13 km/h,41%,1025 mbar,16 km,1,9
,23 °C,Sunny.,17 km/h,41%,1025 mbar,16 km,1,9
,25 °C,Sunny.,15 km/h,36%,1024 mbar,16 km,1,9
,24 °C,Sunny.,9 km/h,39%,1024 mbar,16 km,1,9
,25 °C,Passing clouds.,9 km/h,39%,1024 mbar,16 km,1,9
,24 °C,Sunny.,13 km/h,40%,1023 mbar,16 km,1,9
,23 °C,Sunny.,15 km/h,43%,1023 mbar,16 km,1,9
,22 °C,Sunny.,11 km/h,46%,1023 mbar,16 km,1,9
,21 °C,Clear.,9 km/h,51%,1023 mbar,16 km,1,9
,21 °C,Passing clouds.,No wind,55%,1023 mbar,16 km,1,9
,21 °C,Partly cloudy.,No wind,57%,1023 mbar,16 km,1,9
,21 °C,Passing clouds.,6 km/h,59%,1023 mbar,16 km,1,9
,21 °C,Partly cloudy.,7 km/h,63%,1023 mbar,16 km,1,9
,19 °C,Clear.,9 km/h,63%,1023 mbar,16 km,2,9
,18 °C,Clear.,7 km/h,68%,1022 mbar,16 km,2,9
,19 °C,Clear.,9 km/h,68%,1022 mbar,16 km,2,9
,17 °C,Clear.,7 km/h,78%,1022 mbar,16 km,2,9
,17 °C,Clear.,No wind,75%,1022 mbar,16 km,2,9
,17 °C,Clear.,6 km/h,75%,1022 mbar,16 km,2,9
,17 °C,Sunny.,6 km/h,78%,1022 mbar,16 km,2,9
,18 °C,Partly sunny.,7 km/h,78%,1023 mbar,16 km,2,9
,18 °C,Mostly cloudy.,6 km/h,81%,1022 mbar,16 km,2,9
,18 °C,Passing clouds.,6 km/h,76%,1023 mbar,16 km,2,9
,19 °C,Passing clouds.,11 km/h,71%,1022 mbar,16 km,2,9
,21 °C,Passing clouds.,13 km/h,57%,1022 mbar,16 km,2,9
,22 °C,Sunny.,7 km/h,52%,1022 mbar,16 km,2,9
,23 °C,Sunny.,17 km/h,43%,1021 mbar,16 km,2,9
,24 °C,Sunny.,17 km/h,37%,1020 mbar,16 km,2,9
,25 °C,Sunny.,15 km/h,37%,1020 mbar,16 km,2,9
,24 °C,Scattered clouds.,7 km/h,39%,1019 mbar,16 km,2,9
,23 °C,Broken clouds.,6 km/h,55%,1019 mbar,16 km,2,9
,22 °C,Partly sunny.,N/A,59%,1019 mbar,16 km,2,9
,22 °C,Passing clouds.,No wind,57%,1018 mbar,16 km,2,9
,21 °C,Sunny.,No wind,61%,1018 mbar,16 km,2,9
,20 °C,Clear.,No wind,65%,1018 mbar,16 km,2,9
,19 °C,Clear.,No wind,68%,1018 mbar,16 km,2,9
,19 °C,Clear.,No wind,73%,1018 mbar,16 km,2,9
,19 °C,Clear.,9 km/h,73%,1018 mbar,16 km,2,9
,18 °C,Clear.,No wind,78%,1017 mbar,16 km,2,9
,18 °C,Clear.,No wind,78%,1017 mbar,16 km,3,9
,18 °C,Passing clouds.,No wind,78%,1018 mbar,16 km,3,9
,18 °C,Passing clouds.,No wind,78%,1017 mbar,16 km,3,9
,18 °C,Partly cloudy.,6 km/h,81%,1016 mbar,16 km,3,9
,18 °C,Passing clouds.,No wind,78%,1017 mbar,16 km,3,9
,18 °C,Passing clouds.,No wind,76%,1017 mbar,16 km,3,9
,18 °C,Passing clouds.,No wind,75%,1016 mbar,16 km,3,9
,17 °C,Passing clouds.,6 km/h,78%,1016 mbar,16 km,3,9
,17 °C,Clear.,No wind,80%,1016 mbar,16 km,3,9
,17 °C,Sunny.,No wind,83%,1016 mbar,16 km,3,9
,18 °C,Sunny.,No wind,81%,1016 mbar,16 km,3,9
,19 °C,Partly sunny.,6 km/h,75%,1016 mbar,16 km,3,9
,20 °C,Passing clouds.,6 km/h,70%,1017 mbar,16 km,3,9
,21 °C,Sunny.,6 km/h,61%,1016 mbar,16 km,3,9
,22 °C,Sunny.,11 km/h,53%,1015 mbar,16 km,3,9
,23 °C,Sunny.,No wind,40%,1015 mbar,16 km,3,9
,26 °C,Sunny.,No wind,32%,1014 mbar,16 km,3,9
,23 °C,Sunny.,7 km/h,43%,1013 mbar,16 km,3,9
,24 °C,Passing clouds.,11 km/h,50%,1013 mbar,16 km,3,9
,24 °C,Passing clouds.,6 km/h,47%,1012 mbar,16 km,3,9
,23 °C,Sunny.,11 km/h,50%,1013 mbar,16 km,3,9
,22 °C,Sunny.,11 km/h,52%,1012 mbar,16 km,3,9
,21 °C,Sunny.,7 km/h,53%,1012 mbar,16 km,3,9
,20 °C,Clear.,No wind,59%,1012 mbar,16 km,3,9
,19 °C,Clear.,7 km/h,66%,1012 mbar,16 km,3,9
,19 °C,Clear.,No wind,68%,1013 mbar,16 km,3,9
,19 °C,Clear.,No wind,71%,1013 mbar,16 km,3,9
,19 °C,Clear.,No wind,70%,1013 mbar,16 km,3,9
,19 °C,Clear.,No wind,63%,1013 mbar,16 km,4,9
,19 °C,Clear.,7 km/h,70%,1013 mbar,16 km,4,9
,18 °C,Clear.,6 km/h,76%,1013 mbar,16 km,4,9
,18 °C,Clear.,6 km/h,76%,1012 mbar,16 km,4,9
,18 °C,Clear.,No wind,81%,1012 mbar,16 km,4,9
,18 °C,Clear.,6 km/h,85%,1012 mbar,16 km,4,9
,18 °C,Sunny.,6 km/h,85%,1013 mbar,16 km,4,9
,20 °C,Sunny.,No wind,76%,1012 mbar,16 km,4,9
,21 °C,Sunny.,No wind,71%,1013 mbar,16 km,4,9
,22 °C,Passing clouds.,N/A,64%,1013 mbar,16 km,4,9
,23 °C,Passing clouds.,7 km/h,57%,1013 mbar,16 km,4,9
,24 °C,Scattered clouds.,7 km/h,60%,1012 mbar,16 km,4,9
,25 °C,Passing clouds.,N/A,58%,1012 mbar,16 km,4,9
,24 °C,Passing clouds.,11 km/h,58%,1011 mbar,16 km,4,9
,24 °C,Sunny.,13 km/h,56%,1010 mbar,16 km,4,9
,24 °C,Passing clouds.,19 km/h,54%,1010 mbar,16 km,4,9
,23 °C,Partly sunny.,9 km/h,57%,1010 mbar,16 km,4,9
,23 °C,Sunny.,N/A,59%,1009 mbar,16 km,4,9
,22 °C,Sunny.,N/A,66%,1010 mbar,16 km,4,9
,21 °C,Light rain. Overcast.,N/A,76%,1011 mbar,10 km,4,9
,20 °C,Overcast.,9 km/h,87%,1011 mbar,16 km,4,9
,21 °C,Passing clouds.,N/A,84%,1010 mbar,16 km,4,9
,21 °C,Light rain. Overcast.,No wind,81%,1011 mbar,16 km,4,9
,19 °C,Passing clouds.,No wind,90%,1010 mbar,16 km,4,9
,19 °C,Rain. Fog.,N/A,90%,1012 mbar,3 km,5,9
,19 °C,Heavy rain. Fog.,No wind,90%,1012 mbar,1 km,5,9
,19 °C,Light rain. Fog.,9 km/h,90%,1012 mbar,5 km,5,9
,19 °C,Rain. Fog.,6 km/h,90%,1013 mbar,2 km,5,9
,19 °C,Light rain. Fog.,No wind,90%,1012 mbar,4 km,5,9
,19 °C,Fog.,6 km/h,93%,1012 mbar,8 km,5,9
,19 °C,Fog.,No wind,93%,1013 mbar,10 km,5,9
,19 °C,Fog.,No wind,93%,1012 mbar,5 km,5,9
,19 °C,Fog.,No wind,93%,1012 mbar,3 km,5,9
,19 °C,Fog.,6 km/h,93%,1011 mbar,5 km,5,9
,19 °C,Mostly cloudy.,No wind,93%,1012 mbar,11 km,5,9
,19 °C,Mostly cloudy.,No wind,90%,1012 mbar,13 km,5,9
,19 °C,Partly cloudy.,No wind,90%,1013 mbar,14 km,5,9
,19 °C,Fog.,No wind,90%,1012 mbar,10 km,5,9
,19 °C,Passing clouds.,No wind,90%,1012 mbar,13 km,5,9
